cuda, sapmling, time:, 0.003530
cuda, sapmling, time:, 0.019379
cuda, sapmling, time:, 0.047159
cuda, sapmling, time:, 0.006095
cuda, sapmling, time:, 0.017604
cuda, sapmling, time:, 0.047035
cuda, sapmling, time:, 0.002853
cuda, sapmling, time:, 0.017959
cuda, sapmling, time:, 0.047082
cuda, sapmling, time:, 0.003541
cuda, sapmling, time:, 0.013874
cuda, sapmling, time:, 0.047909
cuda, sapmling, time:, 0.003665
cuda, sapmling, time:, 0.015359
cuda, sapmling, time:, 0.046905
cuda, sapmling, time:, 0.003403
cuda, sapmling, time:, 0.018332
cuda, sapmling, time:, 0.046965
cuda, sapmling, time:, 0.003995
cuda, sapmling, time:, 0.019307
cuda, sapmling, time:, 0.046419
cuda, sapmling, time:, 0.003626
cuda, sapmling, time:, 0.019185
cuda, sapmling, time:, 0.047683
cuda, sapmling, time:, 0.002534
cuda, sapmling, time:, 0.018460
cuda, sapmling, time:, 0.047906
cuda, sapmling, time:, 0.004887
cuda, sapmling, time:, 0.015271
cuda, sapmling, time:, 0.046948
cuda, sapmling, time:, 0.002444
cuda, sapmling, time:, 0.017834
cuda, sapmling, time:, 0.047606
cuda, sapmling, time:, 0.004989
cuda, sapmling, time:, 0.018047
cuda, sapmling, time:, 0.047886
cuda, sapmling, time:, 0.004642
cuda, sapmling, time:, 0.017289
cuda, sapmling, time:, 0.048153
cuda, sapmling, time:, 0.002778
cuda, sapmling, time:, 0.018465
cuda, sapmling, time:, 0.047452
cuda, sapmling, time:, 0.002347
cuda, sapmling, time:, 0.017615
cuda, sapmling, time:, 0.046550
cuda, sapmling, time:, 0.005330
cuda, sapmling, time:, 0.020524
cuda, sapmling, time:, 0.047688
cuda, sapmling, time:, 0.004834
cuda, sapmling, time:, 0.020075
cuda, sapmling, time:, 0.048353
cuda, sapmling, time:, 0.002860
cuda, sapmling, time:, 0.018167
cuda, sapmling, time:, 0.047708
cuda, sapmling, time:, 0.002785
cuda, sapmling, time:, 0.019153
cuda, sapmling, time:, 0.046984
cuda, sapmling, time:, 0.004589
cuda, sapmling, time:, 0.018364
cuda, sapmling, time:, 0.048516
cuda, sapmling, time:, 0.002564
cuda, sapmling, time:, 0.017675
cuda, sapmling, time:, 0.047346
cuda, sapmling, time:, 0.004583
cuda, sapmling, time:, 0.018828
cuda, sapmling, time:, 0.047691
cuda, sapmling, time:, 0.003432
cuda, sapmling, time:, 0.017366
cuda, sapmling, time:, 0.046894
cuda, sapmling, time:, 0.002392
cuda, sapmling, time:, 0.017511
cuda, sapmling, time:, 0.047290
cuda, sapmling, time:, 0.002460
cuda, sapmling, time:, 0.019135
cuda, sapmling, time:, 0.047509
cuda, sapmling, time:, 0.002640
cuda, sapmling, time:, 0.017404
cuda, sapmling, time:, 0.046684
cuda, sapmling, time:, 0.002606
cuda, sapmling, time:, 0.018600
cuda, sapmling, time:, 0.048281
cuda, sapmling, time:, 0.004663
cuda, sapmling, time:, 0.017994
cuda, sapmling, time:, 0.048442
cuda, sapmling, time:, 0.003074
cuda, sapmling, time:, 0.018213
cuda, sapmling, time:, 0.048879
cuda, sapmling, time:, 0.002841
cuda, sapmling, time:, 0.018327
cuda, sapmling, time:, 0.047280
cuda, sapmling, time:, 0.003914
cuda, sapmling, time:, 0.017879
cuda, sapmling, time:, 0.048551
cuda, sapmling, time:, 0.005686
cuda, sapmling, time:, 0.020317
cuda, sapmling, time:, 0.046988
cuda, sapmling, time:, 0.003001
cuda, sapmling, time:, 0.019361
cuda, sapmling, time:, 0.047434
cuda, sapmling, time:, 0.004010
cuda, sapmling, time:, 0.017936
cuda, sapmling, time:, 0.047904
cuda, sapmling, time:, 0.005391
cuda, sapmling, time:, 0.017484
cuda, sapmling, time:, 0.047302
cuda, sapmling, time:, 0.002915
cuda, sapmling, time:, 0.018042
cuda, sapmling, time:, 0.047196
cuda, sapmling, time:, 0.010699
cuda, sapmling, time:, 0.017422
cuda, sapmling, time:, 0.048406
cuda, sapmling, time:, 0.002688
cuda, sapmling, time:, 0.017690
cuda, sapmling, time:, 0.048093
cuda, sapmling, time:, 0.002966
