cuda, sapmling, time:, 0.002331
cuda, sapmling, time:, 0.025958
cuda, sapmling, time:, 0.129070
cuda, sapmling, time:, 0.002209
cuda, sapmling, time:, 0.026272
cuda, sapmling, time:, 0.129240
cuda, sapmling, time:, 0.002926
cuda, sapmling, time:, 0.026788
cuda, sapmling, time:, 0.129445
cuda, sapmling, time:, 0.002302
cuda, sapmling, time:, 0.026384
cuda, sapmling, time:, 0.129480
cuda, sapmling, time:, 0.001940
cuda, sapmling, time:, 0.025797
cuda, sapmling, time:, 0.129327
cuda, sapmling, time:, 0.002754
cuda, sapmling, time:, 0.025768
cuda, sapmling, time:, 0.128208
cuda, sapmling, time:, 0.001692
cuda, sapmling, time:, 0.026686
cuda, sapmling, time:, 0.128592
cuda, sapmling, time:, 0.002572
cuda, sapmling, time:, 0.026467
cuda, sapmling, time:, 0.128915
cuda, sapmling, time:, 0.002867
cuda, sapmling, time:, 0.026113
cuda, sapmling, time:, 0.128918
cuda, sapmling, time:, 0.001652
cuda, sapmling, time:, 0.025134
cuda, sapmling, time:, 0.129201
cuda, sapmling, time:, 0.003171
cuda, sapmling, time:, 0.025686
cuda, sapmling, time:, 0.128649
cuda, sapmling, time:, 0.003429
cuda, sapmling, time:, 0.025780
cuda, sapmling, time:, 0.129453
cuda, sapmling, time:, 0.003376
cuda, sapmling, time:, 0.027164
cuda, sapmling, time:, 0.130446
cuda, sapmling, time:, 0.002061
cuda, sapmling, time:, 0.026030
cuda, sapmling, time:, 0.129333
cuda, sapmling, time:, 0.002631
cuda, sapmling, time:, 0.026927
cuda, sapmling, time:, 0.128685
cuda, sapmling, time:, 0.002549
cuda, sapmling, time:, 0.026544
cuda, sapmling, time:, 0.128911
cuda, sapmling, time:, 0.001839
cuda, sapmling, time:, 0.025420
cuda, sapmling, time:, 0.129674
cuda, sapmling, time:, 0.002182
cuda, sapmling, time:, 0.025070
cuda, sapmling, time:, 0.128838
cuda, sapmling, time:, 0.002628
cuda, sapmling, time:, 0.027944
cuda, sapmling, time:, 0.129854
cuda, sapmling, time:, 0.001771
cuda, sapmling, time:, 0.025980
cuda, sapmling, time:, 0.128609
cuda, sapmling, time:, 0.002044
cuda, sapmling, time:, 0.026452
cuda, sapmling, time:, 0.128653
cuda, sapmling, time:, 0.004218
cuda, sapmling, time:, 0.027263
cuda, sapmling, time:, 0.129301
cuda, sapmling, time:, 0.002113
cuda, sapmling, time:, 0.025094
cuda, sapmling, time:, 0.129841
cuda, sapmling, time:, 0.001734
cuda, sapmling, time:, 0.025686
cuda, sapmling, time:, 0.128752
cuda, sapmling, time:, 0.005300
cuda, sapmling, time:, 0.025037
cuda, sapmling, time:, 0.128365
cuda, sapmling, time:, 0.002843
cuda, sapmling, time:, 0.026561
cuda, sapmling, time:, 0.129166
cuda, sapmling, time:, 0.002657
cuda, sapmling, time:, 0.025651
cuda, sapmling, time:, 0.128311
cuda, sapmling, time:, 0.002571
cuda, sapmling, time:, 0.025323
cuda, sapmling, time:, 0.130498
cuda, sapmling, time:, 0.002681
cuda, sapmling, time:, 0.027672
cuda, sapmling, time:, 0.129421
cuda, sapmling, time:, 0.004906
cuda, sapmling, time:, 0.025661
cuda, sapmling, time:, 0.129001
cuda, sapmling, time:, 0.002062
cuda, sapmling, time:, 0.025780
cuda, sapmling, time:, 0.129661
cuda, sapmling, time:, 0.002008
cuda, sapmling, time:, 0.026054
cuda, sapmling, time:, 0.129970
cuda, sapmling, time:, 0.001789
cuda, sapmling, time:, 0.026557
cuda, sapmling, time:, 0.129841
cuda, sapmling, time:, 0.001534
cuda, sapmling, time:, 0.026460
cuda, sapmling, time:, 0.129017
cuda, sapmling, time:, 0.004146
cuda, sapmling, time:, 0.026307
cuda, sapmling, time:, 0.129192
cuda, sapmling, time:, 0.001887
cuda, sapmling, time:, 0.025705
cuda, sapmling, time:, 0.128879
cuda, sapmling, time:, 0.004843
cuda, sapmling, time:, 0.025509
cuda, sapmling, time:, 0.128518
cuda, sapmling, time:, 0.003090
cuda, sapmling, time:, 0.023980
cuda, sapmling, time:, 0.129621
cuda, sapmling, time:, 0.002129
cuda, sapmling, time:, 0.025492
cuda, sapmling, time:, 0.129281
cuda, sapmling, time:, 0.004620
cuda, sapmling, time:, 0.026413
cuda, sapmling, time:, 0.128783
cuda, sapmling, time:, 0.003620
cuda, sapmling, time:, 0.025798
cuda, sapmling, time:, 0.129029
cuda, sapmling, time:, 0.002002
cuda, sapmling, time:, 0.027416
cuda, sapmling, time:, 0.129220
cuda, sapmling, time:, 0.002336
cuda, sapmling, time:, 0.025165
cuda, sapmling, time:, 0.129356
