cuda, sapmling, time:, 0.002484
cuda, sapmling, time:, 0.015655
cuda, sapmling, time:, 0.036073
cuda, sapmling, time:, 0.002214
cuda, sapmling, time:, 0.014252
cuda, sapmling, time:, 0.034758
cuda, sapmling, time:, 0.001793
cuda, sapmling, time:, 0.014765
cuda, sapmling, time:, 0.034035
cuda, sapmling, time:, 0.005324
cuda, sapmling, time:, 0.015091
cuda, sapmling, time:, 0.035628
cuda, sapmling, time:, 0.002458
cuda, sapmling, time:, 0.014388
cuda, sapmling, time:, 0.036483
cuda, sapmling, time:, 0.003157
cuda, sapmling, time:, 0.013601
cuda, sapmling, time:, 0.035835
cuda, sapmling, time:, 0.003507
cuda, sapmling, time:, 0.013607
cuda, sapmling, time:, 0.034783
cuda, sapmling, time:, 0.001540
cuda, sapmling, time:, 0.014800
cuda, sapmling, time:, 0.034013
cuda, sapmling, time:, 0.001894
cuda, sapmling, time:, 0.014669
cuda, sapmling, time:, 0.034457
cuda, sapmling, time:, 0.001830
cuda, sapmling, time:, 0.013144
cuda, sapmling, time:, 0.034129
cuda, sapmling, time:, 0.002240
cuda, sapmling, time:, 0.015285
cuda, sapmling, time:, 0.034509
cuda, sapmling, time:, 0.001710
cuda, sapmling, time:, 0.013834
cuda, sapmling, time:, 0.034777
cuda, sapmling, time:, 0.004891
cuda, sapmling, time:, 0.013951
cuda, sapmling, time:, 0.034800
cuda, sapmling, time:, 0.002089
cuda, sapmling, time:, 0.013090
cuda, sapmling, time:, 0.034642
cuda, sapmling, time:, 0.002060
cuda, sapmling, time:, 0.014056
cuda, sapmling, time:, 0.033927
cuda, sapmling, time:, 0.002270
cuda, sapmling, time:, 0.009736
cuda, sapmling, time:, 0.033725
cuda, sapmling, time:, 0.001726
cuda, sapmling, time:, 0.013622
cuda, sapmling, time:, 0.034204
cuda, sapmling, time:, 0.002288
cuda, sapmling, time:, 0.013493
cuda, sapmling, time:, 0.035414
cuda, sapmling, time:, 0.001752
cuda, sapmling, time:, 0.010853
cuda, sapmling, time:, 0.035826
cuda, sapmling, time:, 0.002944
cuda, sapmling, time:, 0.013868
cuda, sapmling, time:, 0.035202
cuda, sapmling, time:, 0.003943
cuda, sapmling, time:, 0.014918
cuda, sapmling, time:, 0.035170
cuda, sapmling, time:, 0.002434
cuda, sapmling, time:, 0.015526
cuda, sapmling, time:, 0.035100
cuda, sapmling, time:, 0.004321
cuda, sapmling, time:, 0.009736
cuda, sapmling, time:, 0.034447
cuda, sapmling, time:, 0.002916
cuda, sapmling, time:, 0.013801
cuda, sapmling, time:, 0.034884
cuda, sapmling, time:, 0.005669
cuda, sapmling, time:, 0.013672
cuda, sapmling, time:, 0.033441
cuda, sapmling, time:, 0.002143
cuda, sapmling, time:, 0.013856
cuda, sapmling, time:, 0.035560
cuda, sapmling, time:, 0.001896
cuda, sapmling, time:, 0.015837
cuda, sapmling, time:, 0.035528
cuda, sapmling, time:, 0.001715
cuda, sapmling, time:, 0.014014
cuda, sapmling, time:, 0.033940
cuda, sapmling, time:, 0.003036
cuda, sapmling, time:, 0.010123
cuda, sapmling, time:, 0.034892
cuda, sapmling, time:, 0.002318
cuda, sapmling, time:, 0.013148
cuda, sapmling, time:, 0.034383
cuda, sapmling, time:, 0.001968
cuda, sapmling, time:, 0.010536
cuda, sapmling, time:, 0.034862
cuda, sapmling, time:, 0.003030
cuda, sapmling, time:, 0.014103
cuda, sapmling, time:, 0.034999
cuda, sapmling, time:, 0.002831
cuda, sapmling, time:, 0.010008
cuda, sapmling, time:, 0.034742
cuda, sapmling, time:, 0.001530
cuda, sapmling, time:, 0.013770
cuda, sapmling, time:, 0.034245
cuda, sapmling, time:, 0.001954
cuda, sapmling, time:, 0.013789
cuda, sapmling, time:, 0.034579
cuda, sapmling, time:, 0.001706
cuda, sapmling, time:, 0.015052
cuda, sapmling, time:, 0.035599
cuda, sapmling, time:, 0.002913
cuda, sapmling, time:, 0.014701
cuda, sapmling, time:, 0.034903
cuda, sapmling, time:, 0.002148
cuda, sapmling, time:, 0.014695
cuda, sapmling, time:, 0.034525
cuda, sapmling, time:, 0.001543
cuda, sapmling, time:, 0.011787
cuda, sapmling, time:, 0.034779
cuda, sapmling, time:, 0.002418
cuda, sapmling, time:, 0.015597
cuda, sapmling, time:, 0.036314
cuda, sapmling, time:, 0.004329
cuda, sapmling, time:, 0.013207
cuda, sapmling, time:, 0.036998
cuda, sapmling, time:, 0.002381
cuda, sapmling, time:, 0.009552
cuda, sapmling, time:, 0.034942
cuda, sapmling, time:, 0.002040
cuda, sapmling, time:, 0.014450
cuda, sapmling, time:, 0.035310
cuda, sapmling, time:, 0.001963
cuda, sapmling, time:, 0.015405
cuda, sapmling, time:, 0.034730
cuda, sapmling, time:, 0.003016
cuda, sapmling, time:, 0.015752
cuda, sapmling, time:, 0.036241
cuda, sapmling, time:, 0.003946
cuda, sapmling, time:, 0.013940
cuda, sapmling, time:, 0.034466
cuda, sapmling, time:, 0.002196
cuda, sapmling, time:, 0.013434
cuda, sapmling, time:, 0.034000
cuda, sapmling, time:, 0.002851
cuda, sapmling, time:, 0.014239
cuda, sapmling, time:, 0.035820
cuda, sapmling, time:, 0.003040
cuda, sapmling, time:, 0.010439
cuda, sapmling, time:, 0.034765
cuda, sapmling, time:, 0.002161
cuda, sapmling, time:, 0.014611
cuda, sapmling, time:, 0.034223
cuda, sapmling, time:, 0.004051
cuda, sapmling, time:, 0.013739
cuda, sapmling, time:, 0.035641
cuda, sapmling, time:, 0.003811
cuda, sapmling, time:, 0.014705
cuda, sapmling, time:, 0.034158
cuda, sapmling, time:, 0.001712
cuda, sapmling, time:, 0.013494
cuda, sapmling, time:, 0.034004
cuda, sapmling, time:, 0.002406
cuda, sapmling, time:, 0.014158
cuda, sapmling, time:, 0.034883
cuda, sapmling, time:, 0.004422
cuda, sapmling, time:, 0.010246
cuda, sapmling, time:, 0.034520
cuda, sapmling, time:, 0.001778
cuda, sapmling, time:, 0.010217
cuda, sapmling, time:, 0.035101
cuda, sapmling, time:, 0.001553
